Date,Average temperature F ,HDD,CDD,Precipitation (Inches),Average daily MLP price,Humidity,Wind Speed (mph)
6-Jun-13,58,22,0,0.15,29.8,76.5,10.5
7-Jun-13,60,20,0,0,25,59.5,8
8-Jun-13,61.5,18.5,0,0,23.9,57,6.5
9-Jun-13,67.5,12.5,0,0.01,18.3,64,11
10-Jun-13,68,12,0,0.26,28.8,78.5,8
11-Jun-13,71.5,8.5,0,0,31.4,75.5,7.5
12-Jun-13,74.5,5.5,0,0.75,47.5,77.5,14
13-Jun-13,65.5,14.5,0,0,29.7,76.5,13
14-Jun-13,67,13,0,0,27.7,60,10.5
15-Jun-13,69,11,0,0.17,25.3,74.5,15.5
16-Jun-13,77.5,2.5,0,0,29.9,64.5,10
17-Jun-13,73.5,6.5,0,0.03,44.8,59.5,10
18-Jun-13,63.5,16.5,0,0,23.9,76,12.5
19-Jun-13,64,16,0,0,26.1,57,9
20-Jun-13,71,9,0,0,33,62,7.5
21-Jun-13,75,5,0,0.79,28.9,74,16
22-Jun-13,73.5,6.5,0,0.04,24.7,82,7.5
23-Jun-13,76.5,3.5,0,0.84,28.2,75,18.5
24-Jun-13,78,2,0,0.18,39.1,72,11.5
25-Jun-13,76,4,0,0.03,31,80,12.5
26-Jun-13,73,7,0,1.48,31.6,80,9
27-Jun-13,77,3,0,0.92,32.4,72,8.5
28-Jun-13,75,5,0,0,36.2,63,16
29-Jun-13,68,12,0,0,29.9,77,14
30-Jun-13,69.5,10.5,0,0,27.7,57.5,17.5
1-Jul-13,67,13,0,0,26.7,58,14.5
2-Jul-13,64,16,0,0,29,73,12
3-Jul-13,65.5,14.5,0,0.02,33.3,85,6
4-Jul-13,69.5,10.5,0,0,23.3,74.5,7.5
5-Jul-13,73,7,0,0,29.1,67,7
6-Jul-13,74,6,0,0,37.4,72,6
7-Jul-13,79,1,0,0,27,67,9.5
8-Jul-13,78,2,0,0.5,39,76,11
9-Jul-13,79,1,0,0,40.5,85,12
10-Jul-13,75.5,4.5,0,0,40.6,67,9
11-Jul-13,72.5,7.5,0,0,36,58,7.5
12-Jul-13,70.5,9.5,0,0,31.5,57,7
13-Jul-13,73,7,0,0,34.3,65,9
14-Jul-13,80,0,0,0,51.1,65,9.5
15-Jul-13,80,0,0,0.09,78.4,73,8.5
16-Jul-13,82.5,0,2.5,0,64.1,73,7
17-Jul-13,85,0,5,0,66.8,66.5,7.5
18-Jul-13,86,0,6,0,81.5,64.5,14
19-Jul-13,83.5,0,3.5,0.58,53.5,57.5,21.5
20-Jul-13,80,0,0,0.06,37.2,64.5,10
21-Jul-13,78,2,0,0.01,42.5,66.5,10.5
22-Jul-13,79,1,0,0,34.3,68,14.5
23-Jul-13,70.5,9.5,0,0.03,39.3,68.5,14.5
24-Jul-13,66,14,0,0,26.8,54,9.5
25-Jul-13,69,11,0,0,25.9,64.5,6
26-Jul-13,66,14,0,0.39,26.1,83,11
27-Jul-13,60,20,0,0,21.5,76.5,13
28-Jul-13,61.5,18.5,0,0,20.7,65.5,11.5
29-Jul-13,66.5,13.5,0,0,27.2,64.5,6.5
30-Jul-13,65.5,14.5,0,0.04,26,75,6.5
31-Jul-13,68.5,11.5,0,0.5,27.3,86.5,10
1-Aug-13,71,9,0,0,26.9,69.5,10
2-Aug-13,73,7,0,0.63,27.2,67,9
3-Aug-13,72.5,7.5,0,0,25.6,58,8.5
4-Aug-13,67.5,12.5,0,0,20.8,67,7.5
5-Aug-13,66.5,13.5,0,0.07,27.7,72,11
6-Aug-13,75,5,0,0.04,28.7,79,8
7-Aug-13,78,2,0,0,30.3,71.5,12
8-Aug-13,71.5,8.5,0,0,38.2,66,10.5
9-Aug-13,70.5,9.5,0,0,26,68.5,7.5
10-Aug-13,72.5,7.5,0,0,30.5,66,8.5
11-Aug-13,70.5,9.5,0,0.01,22.5,66.5,6.5
12-Aug-13,74.5,5.5,0,0.27,33.6,74,11
13-Aug-13,64,16,0,0,24.8,64,12.5
14-Aug-13,64,16,0,0,25.7,62,8.5
15-Aug-13,65,15,0,0,19.4,63.5,6.5
16-Aug-13,68.5,11.5,0,0,28,57,7.5
17-Aug-13,69,11,0,0,26.9,64,7.5
18-Aug-13,70,10,0,0,17.9,68,7
19-Aug-13,71,9,0,0,33.4,71.5,7
20-Aug-13,77,3,0,0,34.3,63,9.5
21-Aug-13,79,1,0,0.01,35.8,64,10.5
22-Aug-13,73,7,0,0.23,26.5,85.5,12
23-Aug-13,72,8,0,0,23.7,59.5,7.5
24-Aug-13,73,7,0,0,28.1,66.5,6
25-Aug-13,77,3,0,0,26.7,57.5,11
26-Aug-13,81,0,1,0,30.7,63,12.5
27-Aug-13,86.5,0,6.5,0,34.6,62,14.5
28-Aug-13,77,3,0,0,33.8,75.5,8.5
29-Aug-13,77.5,2.5,0,0,36.5,68.5,6.5
30-Aug-13,81.5,0,1.5,0.36,37.7,66,17.5
31-Aug-13,74.5,5.5,0,0.07,29.7,80,8.5
1-Sep-13,75,5,0,0.14,28.9,74,13
2-Sep-13,69.5,10.5,0,0,25.2,73,10
3-Sep-13,67,13,0,0,26.5,61.5,6.5
4-Sep-13,71.5,8.5,0,0,30.5,63.5,7
5-Sep-13,66.5,13.5,0,0,29.1,64,9
6-Sep-13,71.5,8.5,0,0,33.9,64.5,7
7-Sep-13,76.5,3.5,0,0.01,25.4,60.5,10
8-Sep-13,74,6,0,0,33.4,79.5,11
9-Sep-13,81,0,1,0,43.7,68,10.5
10-Sep-13,86,0,6,0,54.8,51.5,15.5
11-Sep-13,83,0,3,0,42.7,62.5,8.5
12-Sep-13,72,8,0,0,27.1,60,12.5
13-Sep-13,59.5,20.5,0,0,26.5,57,12.5
14-Sep-13,59.5,20.5,0,0,24.1,57.5,6.5
15-Sep-13,59,21,0,0.65,18.9,69.5,7
16-Sep-13,57.5,22.5,0,0,26,72.5,11
17-Sep-13,60,20,0,0,35.3,70.5,9
18-Sep-13,70.5,9.5,0,0.55,32.7,69,13
19-Sep-13,76.5,3.5,0,0.84,31.5,79,11.5
20-Sep-13,67,13,0,0,33.8,76.5,13
21-Sep-13,59.5,20.5,0,0,25.4,72.5,12
22-Sep-13,58,22,0,0,22.6,66,9
23-Sep-13,56.5,23.5,0,0,24.1,67,6.5
24-Sep-13,59.5,20.5,0,0,27.6,65,10
25-Sep-13,60.5,19.5,0,0,29,72.5,6.5
26-Sep-13,62.5,17.5,0,0,30.7,64,6.5
27-Sep-13,66.5,13.5,0,0,30.7,64,8
28-Sep-13,69.5,10.5,0,0.2,26.4,61.5,15.5
29-Sep-13,59.5,20.5,0,0.18,23.5,69.5,10
30-Sep-13,60.5,19.5,0,0,35,63,6.5
1-Oct-13,70.5,9.5,0,0,29.8,73.5,14
2-Oct-13,69,11,0,0,29.3,61,6.5
3-Oct-13,69,11,0,0.12,35.1,83.5,10
4-Oct-13,69.5,10.5,0,0,35.3,86,6.5
5-Oct-13,70.5,9.5,0,0.82,32.8,84.5,13
6-Oct-13,54.5,25.5,0,0.09,26.7,70,12.5
7-Oct-13,56.5,23.5,0,0,29,67.5,8.5
8-Oct-13,59,21,0,0,21.9,69,6
9-Oct-13,59.5,20.5,0,0,26.2,61.5,7
10-Oct-13,60,20,0,0,31.2,70.5,6.5
11-Oct-13,63.5,16.5,0,0,27.7,66,9
12-Oct-13,59.5,20.5,0,0.12,27.2,77,8
13-Oct-13,54,26,0,0,24.9,60,10
14-Oct-13,52,28,0,0,30.2,70,8.5
15-Oct-13,56.5,23.5,0,0.07,27,83,12
16-Oct-13,50.5,29.5,0,0,32.5,78.5,12.5
17-Oct-13,46.5,33.5,0,0.29,34.4,83,10
18-Oct-13,44.5,35.5,0,0,25.9,79,10
19-Oct-13,48,32,0,0.01,29,64,13.5
20-Oct-13,48.5,31.5,0,0.01,26.1,77.5,9
21-Oct-13,44,36,0,0,30.7,61,13.5
22-Oct-13,35.5,44.5,0,0,34.1,71.5,7
23-Oct-13,39,41,0,0,32.2,65,13
24-Oct-13,37.5,42.5,0,0,34.5,59,14
25-Oct-13,40,40,0,0,31.3,58.5,15.5
26-Oct-13,46,34,0,0,29,54,14
27-Oct-13,41.5,38.5,0,0,26.7,61.5,9
28-Oct-13,44,36,0,0,35,77.5,10
29-Oct-13,49.5,30.5,0,0,30.4,66,9
30-Oct-13,53,27,0,0.55,32.9,88.5,8
31-Oct-13,55,25,0,1.04,26.4,91.5,15
1-Nov-13,45.5,34.5,0,0.08,25.5,85,16
2-Nov-13,43,37,0,0.01,27.5,81,9.5
3-Nov-13,43,37,0,0,26.3,74,8.5
4-Nov-13,50,30,0,0,29.2,61.5,16
5-Nov-13,52.5,27.5,0,0.04,29.5,79.5,15
6-Nov-13,46,34,0,0.6,25.6,78.5,15.5
7-Nov-13,37,43,0,0,29.3,71,11.5
8-Nov-13,38,42,0,0,30.1,69,11.5
9-Nov-13,49.5,30.5,0,0,21.9,59,20
10-Nov-13,42,38,0,0,23.7,58,12.5
11-Nov-13,36,44,0,0.29,25.6,72.5,15
12-Nov-13,27.5,52.5,0,0,33,61.5,12.5
13-Nov-13,30,50,0,0,23.3,56,14.5
14-Nov-13,40.5,39.5,0,0,24.5,47.5,17.5
15-Nov-13,44,36,0,0.01,25.6,62.5,12.5
16-Nov-13,51.5,28.5,0,0.4,23.2,83,19
17-Nov-13,56,24,0,0.39,22.2,80,27.5
18-Nov-13,36.5,43.5,0,0,27.4,66,16.5
19-Nov-13,33.5,46.5,0,0,35.3,72.5,6.5
20-Nov-13,36.5,43.5,0,0.15,29.6,70.5,12.5
21-Nov-13,46,34,0,0.05,28.7,82,5
22-Nov-13,35,45,0,0.04,28.1,78,10
23-Nov-13,20.5,59.5,0,0,27.2,61.5,16
24-Nov-13,19,61,0,0,31.3,51.5,13.5
25-Nov-13,26.5,53.5,0,0.03,33.8,71,14
26-Nov-13,25.5,54.5,0,0,29.7,67,15.5
27-Nov-13,21,59,0,0,37.2,56,11.5
28-Nov-13,26.5,53.5,0,0,30.1,59.5,11
29-Nov-13,25.5,54.5,0,0,30.2,65.5,6
30-Nov-13,39.5,40.5,0,0,28.1,58.5,10
1-Dec-13,35.5,44.5,0,0,27.3,77,6
2-Dec-13,36.5,43.5,0,0.07,29.5,72.5,8
3-Dec-13,43.5,36.5,0,0.02,31.3,96,7.5
4-Dec-13,47.5,32.5,0,0.02,29.9,91,17.5
5-Dec-13,30,50,0,0,26.9,74.5,16.5
6-Dec-13,17,63,0,0,33.9,65,12
7-Dec-13,14.5,65.5,0,0,33.6,59,8.5
8-Dec-13,20.5,59.5,0,0.24,37.5,72.5,10
9-Dec-13,12.5,67.5,0,0,38.1,74.5,15.5
10-Dec-13,7.5,72.5,0,0,37.2,67.5,17
11-Dec-13,11,69,0,0.05,37.7,71.5,10.5
12-Dec-13,8,72,0,0,39.1,66,12.5
13-Dec-13,22.5,57.5,0,0.01,31.7,75,7.5
14-Dec-13,26.5,53.5,0,0.23,34.7,86.5,11.5
15-Dec-13,16,64,0,0,34.5,74.5,16
16-Dec-13,14,66,0,0.05,38.5,72,7.5
17-Dec-13,24.5,55.5,0,0.01,32.5,73,14.5
18-Dec-13,25,55,0,0,35.8,59.5,15.5
19-Dec-13,36,44,0,0.06,30.3,76.5,9
20-Dec-13,34.5,45.5,0,0.31,28.5,89,11.5
21-Dec-13,32.5,47.5,0,0.24,27.6,91,11.5
22-Dec-13,29,51,0,0.2,24.8,90.5,13
23-Dec-13,12.5,67.5,0,0,29,76.5,13.5
24-Dec-13,8,72,0,0.01,31.2,62.5,10
25-Dec-13,22.5,57.5,0,0.07,26.8,71.5,12
26-Dec-13,24,56,0,0,28.3,68.5,13.5
27-Dec-13,31,49,0,0,28.2,73,11
28-Dec-13,41.5,38.5,0,0,24.7,64,14.5
29-Dec-13,25.5,54.5,0,0.01,24.5,70.5,14
30-Dec-13,7,73,0,0.04,28.7,59.5,10.5
31-Dec-13,7,73,0,0.3,29.4,69.5,7.5
1-Jan-14,16,64,0,0.25,28.1,75.5,12.5
2-Jan-14,10,70,0,0.22,38.5,70.5,15.5
3-Jan-14,4,76,0,0,49.5,63,19.5
4-Jan-14,25,55,0,0.26,25.1,71,13.5
5-Jan-14,13,67,0,0.59,28,70.5,20
6-Jan-14,-9,89,0,0,176.2,56,20.5
7-Jan-14,-4.5,84.5,0,0,560.9,64.5,9
8-Jan-14,5.5,74.5,0,0,77.6,62,5
9-Jan-14,11.5,68.5,0,0.01,40.7,71,7
10-Jan-14,33.5,46.5,0,0.8,38.4,87,13
11-Jan-14,35.5,44.5,0,0.06,28.3,80.5,15
12-Jan-14,36,44,0,0,29.7,68,18
13-Jan-14,36,44,0,0,30.4,66.5,15
14-Jan-14,28.5,51.5,0,0.01,26.4,70,18.5
15-Jan-14,18.5,61.5,0,0,31.8,66.5,13.5
16-Jan-14,26.5,53.5,0,0.01,34.8,68.5,18
17-Jan-14,16,64,0,0.04,31.5,67,12.5
18-Jan-14,14,66,0,0.12,34.5,73,8
19-Jan-14,23.5,56.5,0,0,24.5,70.5,16.5
20-Jan-14,24,56,0,0.18,27.9,71.5,12
21-Jan-14,6.5,73.5,0,0.07,37,59,15
22-Jan-14,7.5,72.5,0,0,81.9,65,14
23-Jan-14,2.5,77.5,0,0,57.9,56.5,15.5
24-Jan-14,11,69,0,0.02,84.6,62,23.5
25-Jan-14,20,60,0,0,34.5,60.5,19.5
26-Jan-14,18.5,61.5,0,0.17,37.4,65.5,20
27-Jan-14,-0.5,80.5,0,0,33.5,57,18
28-Jan-14,-4,84,0,0,64.2,60,14
29-Jan-14,12,68,0,0,61.8,54,15.5
30-Jan-14,26.5,53.5,0,0,96.1,60.5,23
31-Jan-14,22.5,57.5,0,0.01,47.2,63,8
1-Feb-14,25.5,54.5,0,0.43,40.9,79.5,7
2-Feb-14,10,70,0,0,38.9,62.5,7
3-Feb-14,7.5,72.5,0,0,56.9,62.5,4.5
4-Feb-14,15.5,64.5,0,0.08,44.4,67,9
5-Feb-14,17,63,0,0.35,49.3,71,15
6-Feb-14,6,74,0,0,80.1,67.5,14
7-Feb-14,3.5,76.5,0,0,52.7,60.5,13.5
8-Feb-14,10.5,69.5,0,0.07,72.2,73,5
9-Feb-14,11.5,68.5,0,0,46.8,64.5,13
10-Feb-14,4.5,75.5,0,0,96.7,56,10.5
11-Feb-14,3,77,0,0,116.2,56.5,5
12-Feb-14,9.5,70.5,0,0,86.6,62,8
13-Feb-14,21,59,0,0,40,58,13
14-Feb-14,17,63,0,0,37.7,60,11.5
15-Feb-14,13.5,66.5,0,0.04,46.9,63,7.5
16-Feb-14,23,57,0,0,29.9,65,11
17-Feb-14,25.5,54.5,0,0.35,42.8,75,13
18-Feb-14,31,49,0,0,44.5,67,15
19-Feb-14,37,43,0,0,38.4,58,9.5
20-Feb-14,41.5,38.5,0,1.16,46.2,83.5,21.5
21-Feb-14,31.5,48.5,0,0,44.3,56.5,24
22-Feb-14,28,52,0,0,35,46.5,12.5
23-Feb-14,21.5,58.5,0,0,26.4,47.5,13.5
24-Feb-14,18.5,61.5,0,0,34.8,53,14.5
25-Feb-14,14,66,0,0,39.2,54.5,12
26-Feb-14,9.5,70.5,0,0,53.5,52,17.5
27-Feb-14,11,69,0,0,75.8,42,14.5
28-Feb-14,16.5,63.5,0,0,70.4,49,10.5
1-Mar-14,21,59,0,0.29,42.9,66,8
2-Mar-14,7.5,72.5,0,0.09,39.9,56.5,12
3-Mar-14,8.5,71.5,0,0,199.4,56.5,7
4-Mar-14,19.5,60.5,0,0,138.3,53,8
5-Mar-14,21,59,0,0.15,63.2,66,12
6-Mar-14,24.5,55.5,0,0,61.9,60,7
7-Mar-14,30,50,0,0,38.6,58.5,8.5
8-Mar-14,29.5,50.5,0,0.02,37.2,70,11.5
9-Mar-14,30.5,49.5,0,0,32.9,64,14
10-Mar-14,46.5,33.5,0,0,40.2,61,12.5
11-Mar-14,42,38,0,0.14,39,63,11.5
12-Mar-14,24,56,0,0.48,47.4,63.5,16.5
13-Mar-14,25,55,0,0,66.4,61.5,10.5
14-Mar-14,45,35,0,0,40,57,21.5
15-Mar-14,33.5,46.5,0,0,30.7,61.5,13
16-Mar-14,23,57,0,0,45.2,57.5,18.5
17-Mar-14,30,50,0,0,75.2,49,10
18-Mar-14,39.5,40.5,0,0,41.1,61,14
19-Mar-14,40,40,0,0.19,41.1,72.5,15
20-Mar-14,38.5,41.5,0,0.04,40.9,59.5,12.5
21-Mar-14,44,36,0,0,34.1,64,13.5
22-Mar-14,33.5,46.5,0,0,31.6,53.5,16
23-Mar-14,25.5,54.5,0,0,38.7,51,10.5
24-Mar-14,28,52,0,0,51.1,48,9.5
25-Mar-14,25.5,54.5,0,0.05,48.9,51,14.5
26-Mar-14,27,53,0,0,59.8,49.5,13
27-Mar-14,44.5,35.5,0,0.2,53.3,61,21
28-Mar-14,44.5,35.5,0,0.06,34.9,71,18.5
29-Mar-14,34.5,45.5,0,0,38.4,55,10.5
30-Mar-14,41,39,0,0,34,48.5,8.5
31-Mar-14,54.5,25.5,0,0,37.3,43,19
1-Apr-14,44.5,35.5,0,0,42.7,51.5,19.5
2-Apr-14,39.5,40.5,0,0,38.9,59.5,11
3-Apr-14,39,41,0,0.53,34.1,74.5,17
4-Apr-14,41,39,0,0,34.4,73,17
5-Apr-14,41,39,0,0,32.9,49,6.5
6-Apr-14,44,36,0,0,32.3,47.5,7
7-Apr-14,45,35,0,0,43.7,52.5,10
8-Apr-14,50,30,0,0.02,33.1,59.5,8
9-Apr-14,47.5,32.5,0,0,30.9,49.5,11.5
10-Apr-14,53.5,26.5,0,0,30.1,40.5,14
11-Apr-14,53.5,26.5,0,0,31.8,35,10
12-Apr-14,62,18,0,0,32.2,44,16.5
13-Apr-14,55.5,24.5,0,0.43,29.7,72,15
14-Apr-14,46.5,33.5,0,0.3,35.2,71,18
15-Apr-14,32,48,0,0,42.1,53.5,10
16-Apr-14,39,41,0,0,34.5,52.5,16
17-Apr-14,51,29,0,0,35,54,13
18-Apr-14,44.5,35.5,0,0,32.1,61.5,10
19-Apr-14,51.5,28.5,0,0,27.6,52,11
20-Apr-14,60,20,0,0,22.6,41.5,12
21-Apr-14,66,14,0,0,33.6,60.5,11.5
22-Apr-14,48.5,31.5,0,0,34.9,55.5,13
23-Apr-14,42,38,0,0.02,44.9,54.5,11
24-Apr-14,51.5,28.5,0,0.06,43.8,48.5,17
25-Apr-14,57.5,22.5,0,0.22,38.4,54.5,16
26-Apr-14,48.5,31.5,0,0,34.6,55,13.5
27-Apr-14,51,29,0,0.03,31.5,52,18
28-Apr-14,50,30,0,0.61,40.1,69,17.5
29-Apr-14,53,27,0,0.61,43.1,74,12.5
30-Apr-14,48,32,0,0.01,45.1,69.5,13
1-May-14,45.5,34.5,0,0.09,32.8,76.5,15.5
2-May-14,49.5,30.5,0,0,36.3,70.5,14.5
3-May-14,56.5,23.5,0,0,35.3,52.5,18
4-May-14,51,29,0,0,32.1,39,10.5
5-May-14,49,31,0,0.05,38.6,57.5,15
6-May-14,52,28,0,0,35.4,53.5,14.5
7-May-14,63,17,0,0,35,55.5,11
8-May-14,70,10,0,0.1,55.5,49.5,19.5
9-May-14,63.5,16.5,0,1.03,33.2,64,18
10-May-14,62,18,0,0,30.2,52,9
11-May-14,66.5,13.5,0,0.12,27.9,64.5,14.5
12-May-14,74,6,0,2.09,44.8,77.5,26.5
13-May-14,59.5,20.5,0,0.12,77.4,83,12.5
14-May-14,50,30,0,0.02,38.7,64.5,13.5
15-May-14,47.5,32.5,0,0.19,71.4,66.5,15
16-May-14,41.5,38.5,0,0.1,44.1,75,9.5
17-May-14,49.5,30.5,0,0,36.4,59,10.5
18-May-14,58,22,0,0,31.9,45.5,12.5
19-May-14,57,23,0,0,30.3,52.5,17.5
20-May-14,73.5,6.5,0,0.82,70.6,62.5,13
21-May-14,74.5,5.5,0,0.01,61.8,58.5,10.5
22-May-14,61.5,18.5,0,0,41.9,59,7
23-May-14,58.5,21.5,0,0,34.3,59.5,7.5
24-May-14,60.5,19.5,0,0,21.1,53,6
25-May-14,66.5,13.5,0,0,31.9,51,6.5
26-May-14,74,6,0,0,36.3,59.5,14
27-May-14,71.5,8.5,0,0.21,47.9,68.5,11
28-May-14,63.5,16.5,0,0.03,41.1,67,10
29-May-14,65,15,0,0,27.3,61.5,11
30-May-14,66,14,0,0,30,56,7.5
31-May-14,71,9,0,0,28.4,51.5,9
1-Jun-14,76.5,3.5,0,0,32,56.5,17
2-Jun-14,75.5,4.5,0,0.14,37.4,62.5,21.5
3-Jun-14,73.5,6.5,0,0,40,50,11.5
4-Jun-14,62.5,17.5,0,0.19,26.9,65,10.5
5-Jun-14,64,16,0,0,28.6,54,6.5
6-Jun-14,65,15,0,0,32.2,46,7
7-Jun-14,70.5,9.5,0,0.08,28,56,10
8-Jun-14,63,17,0,0.23,-1.3,55.5,15.5
9-Jun-14,66.5,13.5,0,0,30.9,55,10
10-Jun-14,61,19,0,1.26,27.8,71,13
11-Jun-14,62,18,0,0.52,29.6,83,10
12-Jun-14,68.5,11.5,0,0,28.4,69.5,12
13-Jun-14,65,15,0,0,18.9,43,11.5
14-Jun-14,65.5,14.5,0,0,22.6,46.5,9
15-Jun-14,72,8,0,0,17.4,51,20
16-Jun-14,77.5,2.5,0,0,53.5,59,10.5
17-Jun-14,84,0,4,0,51,56,16.5
18-Jun-14,71.5,8.5,0,0.65,43,72,16
19-Jun-14,69,11,0,0.32,28.2,76,10.5
20-Jun-14,74,6,0,0.01,35,72,8
21-Jun-14,72,8,0,1.28,39.2,74,15.5
22-Jun-14,72.5,7.5,0,0,31.7,73.5,6
23-Jun-14,73.5,6.5,0,0.05,38.6,72.5,6
24-Jun-14,78.5,1.5,0,0.41,49.9,62,12.5
25-Jun-14,69.5,10.5,0,0,41.1,75,9
26-Jun-14,68.5,11.5,0,0,53.1,73.5,7
27-Jun-14,73.5,6.5,0,0,50.2,66.5,11.5
28-Jun-14,79,1,0,0,41.5,66,14.5
29-Jun-14,77,3,0,0.07,36.1,67,18.5
30-Jun-14,77,3,0,2.6,38.6,73,15.5
1-Jul-14,73.5,6.5,0,0,27.9,67.5,15
2-Jul-14,63,17,0,0.12,32.8,69.5,11
3-Jul-14,66,14,0,0.07,28.4,59.5,8
4-Jul-14,68.5,11.5,0,0,21,50,8.5
5-Jul-14,68.5,11.5,0,0,16.9,60.5,10
6-Jul-14,75,5,0,0,23.7,65,14.5
7-Jul-14,79.5,0.5,0,0.63,37.4,61.5,15
8-Jul-14,73.5,6.5,0,0.54,29.5,59,11.5
9-Jul-14,71,9,0,0,31.6,52.5,10
10-Jul-14,69.5,10.5,0,0,35,63,7
11-Jul-14,70.5,9.5,0,0.01,44.9,53.5,7
12-Jul-14,75,5,0,0.47,37.9,73.5,16.5
13-Jul-14,76.5,3.5,0,0.01,41.5,62,10.5
14-Jul-14,70.5,9.5,0,0.2,37.8,56.5,11.5
15-Jul-14,62.5,17.5,0,0.05,25,68.5,13
16-Jul-14,63.5,16.5,0,0,27.2,61.5,11
17-Jul-14,66,14,0,0,29.4,57.5,6.5
18-Jul-14,69,11,0,0,27.1,59,9
19-Jul-14,68.5,11.5,0,0,26.2,58.5,7
20-Jul-14,71,9,0,0,35.9,60.5,5
21-Jul-14,74.5,5.5,0,0,44,61,7.5
22-Jul-14,79.5,0.5,0,0.01,41.2,62.5,14
23-Jul-14,67,13,0,0,29.5,52.5,15.5
24-Jul-14,66,14,0,0,28.1,55,10
25-Jul-14,65,15,0,0,28.3,65,10.5
26-Jul-14,76,4,0,0,29.7,67,7
27-Jul-14,76,4,0,0.02,29.6,61,17
28-Jul-14,66,14,0,0,24.6,50.5,11.5
29-Jul-14,69.5,10.5,0,0.01,21.9,59.5,18.5
30-Jul-14,69,11,0,0,28.5,61.5,9.5
31-Jul-14,71.5,8.5,0,0,39.1,59,10
1-Aug-14,73.5,6.5,0,0.15,31.5,61.5,12.5
2-Aug-14,72.5,7.5,0,0,29.9,55,7
3-Aug-14,74.5,5.5,0,0,38.1,52.5,7.5
4-Aug-14,77,3,0,2.76,32.9,65,11
5-Aug-14,72,8,0,0,32.5,71.5,7.5
6-Aug-14,71,9,0,0,32.8,59.5,5
7-Aug-14,71,9,0,0,30.5,60,7.5
8-Aug-14,74,6,0,0,26.6,58.5,13
9-Aug-14,73,7,0,0,28.4,57.5,11
10-Aug-14,75,5,0,0,30.8,61,10.5
11-Aug-14,74.5,5.5,0,0.85,29.4,70.5,8.5
12-Aug-14,65.5,14.5,0,0.07,28.1,67.5,14.5
13-Aug-14,69.5,10.5,0,0,26.8,61,12
14-Aug-14,64.5,15.5,0,0,27.1,59,7
15-Aug-14,65,15,0,0,32.1,52.5,6.5
16-Aug-14,72,8,0,0,24.3,68,10
17-Aug-14,67.5,12.5,0,0,28.6,80.5,7.5
18-Aug-14,74,6,0,0,32.3,69,7
19-Aug-14,77.5,2.5,0,0.09,31.5,64,14
20-Aug-14,76,4,0,0,32,64.5,8.5
21-Aug-14,74.5,5.5,0,0.98,32.8,80,7
22-Aug-14,79,1,0,1.58,38,72,7.5
23-Aug-14,77,3,0,0.34,28.8,81.5,14.5
24-Aug-14,79,1,0,0,37.1,72.5,6
25-Aug-14,79.5,0.5,0,0.01,34.5,74.5,12
26-Aug-14,78,2,0,0.12,34.9,65,15.5
27-Aug-14,74.5,5.5,0,0,35.6,63,7.5
28-Aug-14,72,8,0,0,32.5,59,10.5
29-Aug-14,78.5,1.5,0,0.08,32.8,70.5,12
30-Aug-14,76.5,3.5,0,0.27,29.9,69,12.5
31-Aug-14,76.5,3.5,0,0,27.7,72,9
1-Sep-14,76.5,3.5,0,0.36,36,67.5,14.5
2-Sep-14,74.5,5.5,0,0.01,34.1,63.5,9
3-Sep-14,72,8,0,0,35.8,66,7.5
4-Sep-14,78,2,0,0.26,31.9,69.5,15
5-Sep-14,76,4,0,0.5,49.6,69.5,22
6-Sep-14,67.5,12.5,0,0,34.9,56.5,7.5
7-Sep-14,67,13,0,0,28.5,55.5,7
8-Sep-14,66,14,0,0,30.5,59,7.5
9-Sep-14,71,9,0,0.01,32.7,66,8.5
10-Sep-14,68,12,0,1.31,33.4,76,18
11-Sep-14,53,27,0,0,29.5,65.5,12
12-Sep-14,49.5,30.5,0,0.13,27.5,76,13.5
13-Sep-14,50,30,0,0,27.5,72,8
14-Sep-14,53.5,26.5,0,0,23.9,66.5,7.5
15-Sep-14,56.5,23.5,0,0,34.8,76.5,8.5
16-Sep-14,56,24,0,0,31.8,64,6
17-Sep-14,59,21,0,0,29.3,63,6
18-Sep-14,61.5,18.5,0,0,30.3,75,6.5
19-Sep-14,65.5,14.5,0,0,22.8,60.5,13.5
20-Sep-14,70,10,0,0.12,24.7,73,16
21-Sep-14,60,20,0,0,21.5,65.5,16
22-Sep-14,56.5,23.5,0,0,30.4,59.5,6
23-Sep-14,62.5,17.5,0,0,29,56.5,6
24-Sep-14,65.5,14.5,0,0,32.6,59.5,7.5
25-Sep-14,65,15,0,0,37.5,62,4
26-Sep-14,65,15,0,0,33.1,69,6.5
27-Sep-14,66.5,13.5,0,0,29.8,67.5,6.5
28-Sep-14,65.5,14.5,0,0,25.2,73,5
29-Sep-14,68,12,0,0.01,43.6,65,12
30-Sep-14,52.5,27.5,0,0,31.4,79.5,12.5
1-Oct-14,59.5,20.5,0,0,28.4,69.5,11.5
2-Oct-14,67.5,12.5,0,0.32,42.9,78,9
3-Oct-14,54,26,0,0.68,33.8,73,17.5
4-Oct-14,41,39,0,0.06,28.8,72,16
5-Oct-14,46,34,0,0.01,27.8,61.5,12
6-Oct-14,51.5,28.5,0,0.01,39.1,65.5,11.5
7-Oct-14,57,23,0,0,42.2,63.5,16
8-Oct-14,54.5,25.5,0,0,36.9,55.5,16
